GeneSymbol	Mov10_kd_2	Mov10_kd_3	Mov10_oe_1	Mov10_oe_2	Mov10_oe_3	Irrel_kd_1	Irrel_kd_2	Irrel_kd_3
SETDB1	3678	2128	2544	2363	1326	2576	2132	1666
SETDB2	491	254	376	382	259	311	284	236
SETMAR	772	458	536	502	262	489	444	342
SETX	4619	2688	2970	2439	1729	2900	2626	1969
SEZ6	1	1	2	1	3	1	1	2
SEZ6L	6	4	6	2	3	2	3	3
SEZ6L2	339	251	288	230	116	271	203	173
SF1	17765	9981	10227	9850	4951	11162	9431	7458
SF3A1	12907	7220	6180	5662	3071	8191	6740	5244
SF3A2	3874	2502	2633	2686	1186	2563	2002	1594
SF3A3	4504	2525	2591	2408	1279	2821	2363	1841
SF3B1	23655	13844	14030	12619	7978	16070	13743	10281
SF3B14	2887	1682	2224	2031	1277	2176	1602	1257
SF3B2	14177	8015	8717	8345	4645	9260	8006	6269
SF3B3	19231	11029	10015	8805	5041	11567	10189	7777
SF3B4	4515	2414	2226	2165	1076	2966	2378	1864
SF3B5	3360	1920	2175	2178	1123	2061	1565	1271
SFI1	881	598	1037	964	509	983	899	710
SFMBT1	1883	1098	1178	1127	661	1499	1322	1107
SFMBT2	2063	1305	1294	1200	689	1498	1293	1065
SFN	55	22	63	75	27	84	82	63
SFPQ	30006	16608	15066	13036	8041	18211	15546	11465
SFR1	632	387	449	405	226	348	349	242
SFRP1	1184	740	1104	1093	720	950	813	613
SFRP2	2	0	0	1	1	0	0	3
SFRP4	31	11	56	76	45	19	22	9
SFRP5	6	1	7	5	2	4	2	1
SFSWAP	3434	1967	1787	1742	902	2106	1686	1341
SFT2D1	1857	1043	1418	1255	707	1370	1067	854
SFT2D2	220	113	143	142	69	140	122	80
SFT2D3	679	389	573	569	343	380	352	254
SFTA1P	0	0	0	1	0	0	0	0
SFTA2	0	0	0	0	0	0	1	0
SFTA3	128	89	212	196	125	86	75	64
SFTPA1	1	0	0	0	0	0	0	0
SFTPA2	0	1	1	0	1	0	0	0
SFTPB	0	1	0	0	0	0	0	0
SFTPC	0	0	1	0	0	0	0	0
SFTPD	0	0	0	0	0	0	0	0
SFXN1	10355	6147	7389	6475	3855	5294	4546	3579
SFXN2	954	535	643	619	289	690	599	494
SFXN3	748	548	992	1053	562	913	798	732
SFXN4	1283	758	925	838	464	1055	928	663
SFXN5	838	460	417	347	198	510	404	312
SGCA	6	3	3	5	3	4	3	1
SGCB	1840	1172	1559	1329	838	1281	1140	826
SGCD	0	0	0	0	0	0	0	0
SGCE	637	411	727	646	420	538	441	320
SGCG	2	3	3	6	1	5	2	0
SGCZ	0	0	0	0	0	0	0	0
SGIP1	4	1	4	0	0	1	0	2
SGK1	716	412	415	397	234	448	398	312
SGK110	9	3	7	3	2	5	6	5
SGK196	122	67	140	152	68	164	150	118
SGK2	9	5	9	7	3	4	8	7
SGK223	322	175	234	232	115	245	221	178
SGK3	13	6	3	2	1	3	2	1
SGK494	170	129	281	189	109	155	118	119
SGMS1	962	565	717	693	441	646	563	410
SGMS2	1895	1103	1507	1371	953	1252	1136	782
SGOL1	2297	1360	1699	1526	951	1698	1470	1066
SGOL2	3000	1728	1756	1649	1146	1748	1588	1155
SGPL1	3869	2164	1894	1692	1013	1757	1432	1191
SGPP1	1322	799	1178	1111	773	1115	947	651
SGPP2	290	192	391	364	185	337	300	252
SGSH	1076	630	836	846	416	688	557	473
SGSM1	195	107	183	192	97	127	128	102
SGSM2	1999	1195	1331	1275	603	1070	904	788
SGSM3	1216	840	1275	1259	653	915	805	684
SGTA	5728	3126	2994	3186	1493	3822	3256	2527
SGTB	1390	779	1197	1146	721	1137	1057	720
SH2B1	2245	1390	1525	1428	745	1664	1295	1115
SH2B2	134	82	105	87	57	108	111	65
SH2B3	833	536	747	698	422	723	643	510
SH2D1A	0	0	0	0	1	2	1	1
SH2D1B	0	0	0	0	0	1	0	0
SH2D2A	152	127	181	183	71	170	133	124
SH2D3A	88	57	138	163	68	130	106	78
SH2D3C	112	87	141	123	76	64	40	44
SH2D4A	364	250	358	341	190	344	285	224
SH2D4B	22	9	2	2	1	7	5	2
SH2D5	258	207	471	463	228	257	219	185
SH2D6	1	0	0	0	1	0	0	0
SH2D7	0	0	0	0	0	0	0	0
SH3BGR	240	141	302	272	200	172	165	118
SH3BGRL	1202	776	1645	1439	885	1386	1295	970
SH3BGRL2	2535	1594	2130	1977	1256	1820	1574	1179
SH3BGRL3	1588	1005	1020	1004	475	1320	1025	878
SH3BP1	681	459	765	771	396	739	610	557
SH3BP2	1785	1123	1711	1693	861	1457	1272	1068
SH3BP4	1694	974	1192	1170	622	1141	1089	812
SH3BP5	1106	672	886	825	498	806	711	546
SH3BP5L	562	321	389	366	182	403	378	283
SH3D19	2321	1374	1703	1505	939	1146	1002	786
SH3D21	137	88	125	126	61	186	186	156
SH3GL1	3626	2111	2067	2083	1014	2425	1949	1626
SH3GL1P1	90	49	63	49	35	65	54	41
SH3GL1P2	52	31	17	21	10	33	28	22
SH3GL2	424	277	376	368	194	344	299	201
SH3GL3	782	489	831	731	426	720	594	480
SH3GLB1	6235	3651	4511	4076	2733	4391	3676	2822
SH3GLB2	1450	927	1170	1265	526	1442	1213	963
SH3KBP1	1843	1163	1471	1268	749	1280	1077	889
SH3PXD2A	5794	3501	3680	3313	1854	4156	3469	2758
SH3PXD2B	1422	815	1014	1050	553	1077	980	747
SH3RF1	1128	702	898	800	517	980	793	599
SH3RF2	56	30	86	92	37	56	59	39
SH3RF3	945	606	861	756	434	888	720	559
SH3TC1	35	29	47	57	35	52	43	42
SH3TC2	3	0	3	1	2	6	5	3
SH3YL1	343	217	342	322	219	286	246	171
SHANK1	89	69	199	198	113	62	56	52
SHANK2	120	70	191	184	99	99	100	57
SHANK3	1151	771	950	959	455	878	763	590
SHARPIN	1042	668	805	788	366	711	606	469
SHB	996	546	625	555	284	720	551	422
SHBG	25	10	11	7	6	17	6	7
SHC1	1636	952	1442	1316	689	1431	1144	925
SHC2	623	428	610	665	341	336	284	245
SHC3	30	22	50	52	37	32	33	31
SHC4	32	17	36	30	19	25	20	23
SHCBP1	2062	1225	1164	1044	626	1259	1156	835
SHCBP1L	0	0	0	0	0	0	0	0
SHD	13	15	31	31	11	32	20	24
SHE	7	5	5	6	1	6	8	6
SHF	159	76	128	139	58	93	91	70
SHFM1	2207	1405	1654	1462	903	1673	1321	1062
SHH	12	9	13	16	8	19	17	9
SHISA2	1702	962	1861	1827	1162	1593	1356	962
SHISA3	44	38	92	103	58	39	35	21
SHISA4	104	56	32	30	12	58	50	25
SHISA5	3450	1956	2407	2403	1165	2850	2391	1868
SHISA6	0	0	0	0	0	0	0	0
SHISA7	8	3	4	5	7	6	2	1
SHISA8	150	112	237	255	130	116	117	90
SHISA9	20	10	25	23	11	25	11	16
SHKBP1	2274	1408	1983	1987	910	1625	1279	1092
SHMT1	2160	1211	1344	1293	731	1404	1187	940
SHMT2	3561	2445	4454	4220	2198	2386	2002	1770
SHOC2	3133	1809	1997	1590	1145	2034	1740	1206
SHOX	0	0	0	0	0	0	0	0
SHOX2	385	217	568	513	308	428	395	289
SHPK	1029	593	736	761	395	927	761	546
SHPRH	2479	1572	1696	1549	984	1414	1332	905
SHQ1	1394	832	1033	937	580	1185	976	743
SHROOM1	810	499	589	628	297	703	592	426
SHROOM2	861	501	675	613	331	635	583	440
SHROOM3	1211	707	1255	1152	621	1077	980	743
SHROOM4	2	1	1	0	3	0	0	0
SI	0	0	0	1	0	0	0	0
SIAE	499	324	393	309	190	272	225	169
SIAH1	922	545	773	711	428	635	615	426
SIAH2	1188	797	1064	1040	570	954	835	635
SIAH3	0	0	0	0	0	0	0	0
SIDT1	38	25	59	48	36	48	48	30
SIDT2	710	433	591	520	279	395	370	314
SIGIRR	215	113	154	158	70	208	187	141
SIGLEC1	0	0	1	1	1	1	0	1
SIGLEC10	1	1	0	0	0	0	0	0
SIGLEC11	1	1	1	0	0	0	0	0
SIGLEC12	0	0	0	0	0	0	0	0
SIGLEC14	1	1	19	11	5	0	2	1
SIGLEC15	0	0	0	0	0	0	0	0
SIGLEC16	0	0	0	0	0	0	0	0
SIGLEC5	0	0	2	0	1	0	1	0
SIGLEC6	0	0	0	0	0	0	0	0
SIGLEC7	0	0	0	0	0	0	0	0
SIGLEC8	0	0	0	0	0	1	0	0
SIGLEC9	0	0	1	2	2	4	0	1
SIGLECP3	0	0	1	0	0	0	0	0
SIGMAR1	3551	2282	2867	2818	1349	2731	2196	1796
SIK1	571	361	422	359	175	310	329	207
SIK2	1817	1073	1192	1058	611	1071	956	740
SIK3	2348	1309	1226	1208	605	1235	1048	823
SIKE1	6344	3604	4139	3621	2334	4116	3589	2610
SIL1	654	403	465	447	274	393	321	292
SIM1	344	226	327	318	194	250	228	184
SIM2	1054	626	777	737	387	724	625	495
SIN3A	5651	3358	4061	3722	2216	4151	3612	2792
SIN3B	3530	1976	1826	1752	931	2064	1829	1414
SIPA1	578	336	421	459	182	433	345	305
SIPA1L1	1492	982	1473	1349	786	1322	1172	928
SIPA1L2	3027	1819	2249	2018	1114	2330	2135	1609
SIPA1L3	1211	691	1087	1016	496	1140	980	826
SIRPA	690	453	506	443	260	437	374	289
SIRPB1	0	0	0	0	0	0	0	0
SIRPB2	0	0	0	0	0	0	0	0
SIRPD	0	0	0	0	0	0	0	0
SIRPG	0	0	0	0	0	0	0	0
SIRT1	3857	2072	1884	1585	1081	1983	1719	1158
SIRT2	1668	1045	1268	1234	606	1389	1185	911
SIRT3	721	398	499	543	276	531	469	345
SIRT4	68	44	72	85	29	52	33	43
SIRT5	833	503	670	663	347	502	440	345
SIRT6	884	494	523	532	243	616	537	417
SIRT7	1101	565	645	599	269	782	628	530
SIT1	0	0	0	0	0	1	0	0
SIVA1	1762	1034	867	880	456	1175	903	737
SIX1	2781	1629	1861	1695	1072	1621	1337	1009
SIX2	313	207	244	260	131	238	197	163
SIX3	34	18	53	44	27	37	35	34
SIX4	2882	1780	2332	2067	1457	1919	1626	1241
SIX5	971	537	639	634	298	609	557	444
SIX6	1	1	1	4	1	5	1	0
SKA1	1414	821	1000	907	538	1168	981	743
SKA2	5112	2858	4240	3798	2463	4076	3606	2590
SKA3	1655	981	1009	966	610	1293	1167	853
SKAP1	3	3	15	13	5	13	7	8
SKAP2	3895	2361	2569	2398	1575	2286	1899	1461
SKI	9346	5166	4377	4262	2153	5685	4895	3572
SKIL	4132	2340	3029	2582	1903	2634	2387	1605
SKINTL	0	1	0	1	0	0	2	1
SKIV2L	2464	1446	1616	1634	886	1655	1299	1082
SKIV2L2	5979	3589	4332	3699	2381	3927	3535	2558
SKOR1	70	55	50	56	33	38	47	31
SKP1	6630	3850	3882	3534	2307	4738	3808	2962
SKP1P2	2585	1452	1611	1665	1024	1859	1666	1256
SKP2	6368	3610	3965	3781	2259	4274	3882	2851
SLA	1	1	0	0	0	0	0	0
SLA2	3	2	2	1	0	1	0	2
SLAIN1	3007	1781	2337	2257	1251	1522	1338	1012
SLAIN2	2131	1286	1602	1437	948	1198	934	751
SLAMF1	0	0	0	0	0	0	0	0
SLAMF6	0	0	0	0	0	0	0	1
SLAMF7	4	2	0	4	4	2	5	4
SLAMF8	0	0	0	0	0	0	0	0
SLAMF9	1	0	3	0	0	0	0	0
SLBP	3926	2282	2944	2758	1646	3108	2723	1997
SLC10A1	0	0	0	0	0	0	0	0
SLC10A2	0	1	0	0	0	1	0	0
SLC10A3	378	220	225	266	127	261	217	168
SLC10A4	101	64	108	104	60	92	77	61
SLC10A5	33	22	33	26	24	22	21	18
SLC10A6	8	1	3	0	2	2	1	4
SLC10A7	493	297	590	576	344	478	354	321
SLC11A1	14	4	12	7	3	9	9	6
SLC11A2	2925	1836	2361	2125	1378	1947	1698	1378
SLC12A1	1	0	1	1	0	0	1	0
SLC12A2	2916	1645	1809	1451	1050	2136	1815	1212
SLC12A3	2	2	3	1	3	5	3	0
SLC12A4	572	388	716	699	358	468	399	337
SLC12A5	76	45	57	55	37	51	48	33
SLC12A6	1064	674	1113	947	561	879	849	632
SLC12A7	1506	890	1350	1315	632	1098	950	766
SLC12A8	10	6	15	13	10	10	7	5
SLC12A9	700	427	481	481	206	547	472	382
SLC13A1	0	0	0	0	0	0	0	0
SLC13A2	0	1	0	0	0	0	0	1
SLC13A3	28	16	13	26	17	15	7	10
SLC13A4	204	106	261	249	129	220	211	149
SLC13A5	8	8	11	10	2	7	16	10
SLC14A1	0	0	0	0	0	0	0	0
SLC14A2	1	2	1	1	0	0	1	1
SLC15A1	2	3	6	4	4	0	3	5
SLC15A2	93	52	56	53	35	65	60	52
SLC15A3	0	0	0	2	0	0	0	1
SLC15A4	1273	810	1051	1008	579	820	702	568
SLC15A5	2	0	0	0	0	0	0	0
SLC16A1	13638	8096	9032	8014	4823	6998	6131	4609
SLC16A10	975	573	658	620	334	627	577	419
SLC16A11	1	0	0	0	0	0	0	0
SLC16A12	5	8	22	28	10	14	6	13
SLC16A13	228	156	180	198	110	187	154	142
SLC16A14	309	208	374	324	199	373	367	262
SLC16A2	677	395	704	664	362	448	404	316
SLC16A3	9	3	12	8	8	9	11	8
SLC16A4	181	107	172	139	99	110	77	63
SLC16A5	13	19	26	29	7	21	23	17
SLC16A6	249	174	212	146	112	182	199	113
SLC16A7	61	34	96	97	61	42	50	39
SLC16A8	0	0	2	1	0	0	0	0
SLC16A9	396	270	457	404	304	402	398	329
SLC17A1	1	0	0	0	0	0	0	0
SLC17A2	0	0	1	0	0	0	0	0
SLC17A3	0	0	0	0	0	0	0	0
SLC17A4	4	0	0	0	0	0	2	0
SLC17A5	1691	1139	1497	1348	866	1176	971	815
SLC17A6	0	0	0	0	0	0	0	0
SLC17A7	115	63	118	131	76	123	73	80
SLC17A8	3	6	2	3	4	3	3	4
SLC17A9	9	2	0	1	0	2	3	2
SLC18A1	0	0	0	0	0	0	0	4
SLC18A2	3	2	1	2	1	4	2	5
SLC18A3	0	0	0	0	1	0	0	0
SLC19A1	1226	705	644	691	323	907	809	623
SLC19A2	1293	753	1143	1168	715	976	842	640
SLC19A3	105	62	170	142	87	123	118	71
SLC1A1	131	109	250	226	149	198	181	134
SLC1A2	18	16	40	29	21	35	32	20
SLC1A3	2109	1238	1179	1014	623	1197	1069	720
SLC1A4	713	425	518	519	285	491	411	334
SLC1A5	14699	8668	8598	8563	4318	10096	8129	6507
SLC1A6	3	6	9	7	4	3	3	0
SLC1A7	0	1	5	3	5	2	1	1
SLC20A1	9549	5729	7234	6803	3837	7368	6290	4869
SLC20A2	1012	551	531	515	277	560	519	390
SLC22A1	16	12	9	9	4	10	5	4
SLC22A10	0	0	0	0	0	0	1	0
SLC22A11	1	2	1	1	3	1	2	3
SLC22A12	0	0	0	0	0	0	0	0
SLC22A13	2	2	5	4	3	4	1	2
SLC22A14	4	3	2	1	5	2	1	3
SLC22A15	376	200	411	369	259	266	229	197
SLC22A16	0	1	1	0	0	0	0	0
SLC22A17	160	110	232	245	116	150	132	113
SLC22A18	39	30	70	63	45	45	38	31
SLC22A18AS	2	0	1	1	0	2	2	1
SLC22A2	0	0	0	0	0	0	0	0
SLC22A20	30	13	13	14	3	5	5	2
SLC22A23	1426	933	950	912	477	1008	832	647
SLC22A24	0	0	0	0	0	0	0	0
SLC22A25	0	0	0	0	0	0	0	1
SLC22A3	6	1	4	5	2	5	3	6
SLC22A31	20	19	59	56	24	22	32	21
SLC22A4	43	27	35	33	14	22	26	14
SLC22A5	954	622	668	664	374	691	547	421
SLC22A6	0	0	0	0	0	0	0	0
SLC22A7	0	0	0	0	0	0	0	0
SLC22A8	0	0	0	0	0	0	0	0
SLC22A9	0	0	0	0	0	0	0	0
SLC23A1	1	0	1	0	0	0	0	0
SLC23A2	3504	2038	2342	2040	1202	2484	2102	1673
SLC23A3	41	23	32	19	14	10	18	14
SLC24A1	677	421	544	441	230	501	429	329
SLC24A2	9	4	7	11	4	20	26	16
SLC24A3	14	4	9	8	9	9	9	3
SLC24A4	73	44	91	79	53	77	65	50
SLC24A5	0	0	0	0	1	0	0	0
SLC24A6	316	172	273	272	126	282	219	167
SLC25A1	1942	1157	1969	1962	885	1464	1206	1021
SLC25A10	1460	833	991	1013	447	1308	1078	856
SLC25A11	2428	1409	2099	2004	960	2442	2008	1499
SLC25A12	1384	820	1075	910	518	804	716	587
SLC25A13	4527	2583	2342	2108	1296	2934	2453	1902
SLC25A14	625	386	505	437	253	553	475	371
SLC25A15	1386	807	944	921	511	1006	841	641
SLC25A16	677	379	477	439	253	429	378	279
SLC25A17	2241	1230	1550	1540	950	1605	1334	1042
SLC25A18	19	6	3	8	2	5	6	6
SLC25A19	1387	794	950	948	493	875	740	605
SLC25A2	1	0	2	2	1	2	0	3
SLC25A20	621	349	509	450	286	413	323	274
SLC25A21	242	115	149	146	90	165	147	112
SLC25A22	1498	838	996	1037	454	797	643	550
SLC25A23	4686	2724	2354	2376	1135	2822	2399	1862
SLC25A24	2455	1477	1993	1779	1311	2215	1988	1409
SLC25A25	1135	621	1337	1155	640	921	762	531
SLC25A26	597	291	383	375	202	459	374	305
SLC25A27	456	323	819	798	553	488	450	383
SLC25A28	758	481	604	586	303	548	454	378
SLC25A29	536	347	661	662	339	452	461	376
SLC25A3	11686	6557	7278	6827	3954	7296	6145	4922
SLC25A30	763	476	798	728	492	686	627	461
SLC25A31	7	1	5	3	5	2	1	3
SLC25A32	1352	746	829	735	459	874	676	517
SLC25A33	789	453	521	480	295	577	474	345
SLC25A34	11	7	6	7	3	6	1	7
SLC25A35	209	164	321	323	141	266	202	178
SLC25A36	7677	4670	5858	5308	3377	5842	5340	3930
SLC25A37	669	424	594	589	345	481	418	316
SLC25A38	1893	1100	1393	1369	785	1571	1239	967
SLC25A39	5223	3090	3702	3777	1755	3800	3121	2516
SLC25A4	2427	1368	1883	1750	938	1823	1413	1149
SLC25A40	1016	637	839	747	502	772	731	473
SLC25A41	8	4	2	2	2	5	2	3
SLC25A42	478	255	367	437	232	421	337	278
SLC25A43	259	156	285	252	182	159	144	120
SLC25A44	2870	1578	1474	1342	704	1489	1221	936
SLC25A45	230	149	131	143	61	160	175	127
SLC25A46	2820	1756	2238	2021	1340	2379	1973	1583
SLC25A47	0	0	0	0	1	2	1	0
SLC25A48	68	43	65	73	42	75	54	51
SLC25A5	12685	7236	8185	8225	4468	8526	6976	5523
SLC25A5-AS1	91	54	82	91	48	69	52	43
SLC25A6	0	0	0	1	0	0	0	0
SLC26A1	6	9	11	9	5	3	8	8
SLC26A10	83	49	59	69	37	101	71	68
SLC26A11	895	525	617	593	299	569	500	398
SLC26A2	2767	1662	2750	2467	1635	2164	1886	1357
SLC26A3	0	0	2	0	0	0	2	0
SLC26A4	22	17	29	20	15	28	26	17
SLC26A5	1	1	1	1	1	0	1	1
SLC26A6	914	602	587	560	332	739	647	519
SLC26A7	51	25	25	18	11	55	42	35
SLC26A8	5	1	1	2	0	1	1	1
SLC26A9	1	0	0	0	1	2	1	0
SLC27A1	138	93	189	188	90	117	114	94
SLC27A2	462	312	376	346	230	407	353	256
SLC27A3	164	119	155	161	93	181	119	102
SLC27A4	2322	1306	1093	1088	517	1660	1287	1058
SLC27A5	98	57	116	130	72	98	107	86
SLC27A6	131	93	153	139	93	156	131	117
SLC28A1	1	1	3	0	0	1	3	0
SLC28A2	2	0	2	1	2	1	0	0
SLC28A3	3	1	3	6	4	5	7	3
SLC29A1	2928	1937	2456	2468	1247	2700	2233	1808
SLC29A2	905	608	997	966	495	822	729	667
SLC29A3	247	146	136	141	55	170	124	92
SLC29A4	513	305	520	523	281	363	340	290
SLC2A1	6078	4708	3588	3729	1834	4624	4023	3263
SLC2A10	188	128	230	196	142	124	122	94
SLC2A11	276	164	209	162	86	166	131	123
SLC2A12	381	303	670	629	409	356	342	257
SLC2A13	761	560	991	877	594	797	740	476
SLC2A14	80	59	92	107	50	121	139	107
SLC2A2	0	0	0	0	0	0	0	0
SLC2A3	2066	1771	3646	3379	2224	3761	3292	2761
SLC2A4	44	35	119	140	64	73	62	77
SLC2A4RG	1802	1108	1182	1205	575	1541	1293	1140
SLC2A5	3	1	3	3	1	0	5	1
SLC2A6	450	280	324	325	154	392	359	283
SLC2A7	2	0	2	0	0	4	1	3
SLC2A8	773	457	454	495	220	576	511	383
SLC2A9	1	1	0	1	2	3	5	2
SLC30A1	1226	629	538	488	299	488	403	277
SLC30A10	100	64	124	104	76	123	113	88
SLC30A2	18	15	25	21	13	16	8	12
SLC30A3	176	113	260	256	109	143	113	103
SLC30A4	331	199	301	300	195	247	241	162
SLC30A5	3208	1919	2594	2300	1516	2525	2121	1640
SLC30A6	1994	1252	1577	1333	834	1447	1304	995
SLC30A7	2285	1323	1919	1682	1105	1502	1364	910
SLC30A8	0	0	1	0	1	0	2	0
SLC30A9	5390	3160	3585	3284	2127	3611	3138	2319
SLC31A1	2334	1404	2196	1982	1195	1827	1508	1155
SLC31A2	246	144	200	187	91	145	128	103
SLC32A1	2	0	2	5	3	1	2	0
SLC33A1	1508	909	1379	1287	760	1091	988	774
SLC34A1	0	0	0	0	0	1	0	0
SLC34A2	4	1	6	2	1	4	2	2
SLC34A3	2	2	1	2	0	4	2	3
SLC35A1	1022	656	844	734	457	600	538	361
SLC35A2	1408	777	767	701	387	935	664	543
SLC35A3	797	499	611	528	380	555	454	341
SLC35A4	5399	2869	2669	2666	1194	3436	2687	2052
SLC35A5	1409	868	1562	1468	891	1779	1549	1116
SLC35B1	3155	1788	1913	1779	959	1610	1391	1091
SLC35B2	3312	1914	1617	1416	767	2152	1776	1357
SLC35B3	983	566	772	666	444	678	555	420
SLC35B4	6021	3573	3889	3441	2133	4311	3616	2826
SLC35C1	742	441	482	476	235	485	437	357
SLC35C2	1551	927	1120	1064	528	1102	847	813
SLC35D1	2125	1179	1376	1238	733	1221	1025	795
SLC35D2	355	218	221	237	141	268	248	172
SLC35D3	17	11	34	55	24	11	16	13
SLC35E1	2988	1693	1708	1532	923	2186	1773	1357
SLC35E2	1062	656	941	887	425	873	735	567
SLC35E2B	2607	1598	1890	1829	918	2034	1702	1368
SLC35E3	707	395	391	379	202	376	290	259
SLC35E4	127	73	121	119	64	90	79	62
SLC35F1	1400	886	1129	1061	727	1026	916	713
SLC35F2	2089	1264	1526	1443	899	1431	1148	869
SLC35F3	23	17	41	39	14	31	24	18
SLC35F4	2	2	1	2	1	1	0	0
SLC35F5	1974	1188	1250	1053	731	1093	972	706
SLC35G1	586	340	417	336	213	398	317	260
SLC35G3	0	0	0	0	0	0	0	1
SLC35G5	1	2	2	0	0	1	0	0
SLC35G6	1	0	0	1	0	0	0	2
SLC36A1	1532	872	727	660	405	894	827	597
SLC36A2	0	0	0	0	0	0	0	0
SLC36A3	0	0	0	0	0	0	0	0
SLC36A4	1465	840	1178	1060	728	1124	949	693
SLC37A1	281	197	202	211	103	214	173	138
SLC37A2	177	104	92	100	55	110	104	76
SLC37A3	2720	1638	3103	2823	1744	2463	2038	1653
SLC37A4	1208	770	1651	1639	786	1203	1032	838
SLC38A1	6232	4072	6642	5774	3719	5224	4557	3433
SLC38A10	2345	1344	1304	1185	610	1447	1215	927
SLC38A11	0	0	0	1	0	0	1	0
SLC38A2	11044	6579	9179	8387	5495	7883	7017	5387
SLC38A3	219	122	215	207	113	143	132	111
SLC38A4	14	7	24	14	8	16	16	14
SLC38A5	8	7	5	7	3	7	12	5
SLC38A6	259	152	187	158	92	184	176	122
SLC38A7	569	258	208	191	91	232	218	167
SLC38A8	2	1	2	1	2	0	2	1
SLC38A9	1059	641	681	635	398	801	630	450
SLC39A1	3741	2230	2533	2375	1279	2712	2153	1769
SLC39A10	3058	1901	2537	2269	1498	2055	1876	1517
SLC39A11	394	271	453	380	254	356	331	246
SLC39A12	0	0	0	0	0	1	0	0
SLC39A13	715	430	575	660	273	635	547	411
SLC39A14	4116	2542	2970	2764	1656	3242	2807	2159
SLC39A2	4	1	9	9	4	3	1	5
SLC39A3	1323	779	895	866	402	909	752	541
SLC39A4	210	145	224	265	114	228	152	171
SLC39A5	1	2	3	1	0	2	0	2
SLC39A6	5666	3454	4252	3716	2521	4336	3616	2675
SLC39A7	5142	3059	3798	3412	2051	3233	2714	2138
SLC39A8	2401	1435	1649	1460	1010	1780	1480	1169
SLC39A9	4221	2445	3021	2703	1599	3042	2624	1938
SLC3A1	2	4	9	3	2	3	5	3
SLC3A2	11571	6037	6988	6372	3422	5424	4381	3474
SLC40A1	362	228	343	301	186	309	325	225
SLC41A1	3222	1874	2357	1973	1178	2165	1987	1458
SLC41A2	580	383	487	418	312	434	382	267
SLC41A3	1440	891	1010	1024	518	1108	1041	825
SLC43A1	485	304	498	484	263	302	276	235
SLC43A2	629	363	379	358	174	664	564	441
SLC43A3	2	7	9	6	9	8	1	1
SLC44A1	2924	1842	2138	1933	1201	2049	1837	1318
SLC44A2	1402	1081	2211	2082	1016	1997	1692	1436
SLC44A3	113	85	145	138	87	124	140	77
SLC44A4	8	3	5	6	6	6	4	8
SLC44A5	1129	699	950	840	584	807	723	544
SLC45A1	9	3	14	13	4	16	15	8
SLC45A2	6	4	7	3	5	8	6	5
SLC45A3	302	195	232	270	155	232	205	181
SLC45A4	439	280	298	269	145	346	278	252
SLC46A1	2213	1340	1078	1026	562	1524	1271	1043
SLC46A2	0	0	0	0	0	0	1	0
SLC46A3	437	237	385	362	205	316	210	203
SLC47A1	499	334	567	577	343	436	349	292
SLC47A2	1	0	1	0	1	2	1	2
SLC48A1	424	260	414	426	209	348	318	256
SLC4A1	2	3	3	1	2	5	4	2
SLC4A10	1	0	2	1	0	0	0	1
SLC4A11	222	172	262	276	122	180	146	123
SLC4A1AP	1906	1110	1222	1113	696	1240	1051	811
SLC4A2	5453	3333	3429	3323	1616	4311	3647	2937
SLC4A3	148	113	162	164	93	163	120	114
SLC4A4	465	314	486	416	270	367	354	241
SLC4A5	480	256	182	150	73	140	108	108
SLC4A7	1840	1220	2278	2102	1483	1489	1381	1037
SLC4A8	81	58	105	88	63	134	151	85
SLC4A9	13	19	45	50	25	30	25	24
SLC50A1	1615	1019	1251	1076	574	1031	938	736
SLC5A1	1	2	1	2	2	5	2	0
SLC5A10	1	0	0	2	1	1	1	1
SLC5A11	32	19	12	5	9	16	14	9
SLC5A12	8	12	28	28	20	26	23	18
SLC5A2	0	0	4	1	0	0	0	1
SLC5A3	2359	1531	2797	2481	1749	1993	1820	1317
SLC5A4	0	0	0	0	0	0	0	0
SLC5A5	16	9	7	8	11	4	9	6
SLC5A6	2617	1450	1548	1376	679	1705	1411	1138
SLC5A7	0	0	0	0	0	0	0	0
SLC5A8	0	0	2	2	1	1	1	2
SLC5A9	0	0	2	1	0	1	0	0
SLC6A1	3	6	8	4	5	2	2	4
SLC6A10P	1	0	1	2	0	2	1	0
SLC6A11	578	357	348	374	187	389	306	286
SLC6A12	48	22	29	29	16	20	21	17
SLC6A13	77	56	48	42	19	41	40	34
SLC6A14	0	0	0	0	0	3	2	1
SLC6A15	4505	2855	3429	3174	1917	3384	3011	2229
SLC6A16	100	74	108	72	48	71	74	59
SLC6A17	58	44	37	43	15	53	38	33
SLC6A18	0	0	0	0	1	0	0	0
SLC6A19	1	1	2	0	0	0	2	0
SLC6A2	1	0	1	2	0	2	3	1
SLC6A20	12	4	13	14	4	14	13	9
SLC6A3	4	2	0	2	2	0	4	1
SLC6A4	35	19	15	10	7	12	9	7
SLC6A5	0	0	0	0	0	0	0	0
SLC6A6	1872	1245	1814	1762	953	1252	1142	874
SLC6A7	0	0	0	0	0	0	0	0
SLC6A8	2564	1523	1866	1968	1021	1778	1567	1203
SLC6A9	520	326	398	391	206	391	326	306
SLC7A1	5925	3782	4282	3958	2314	4681	3921	3070
SLC7A10	1	0	0	0	0	0	0	0
